candidate,params,ks_stat,ks_p,chi2_stat,chi2_p,log_likelihood,aic,is_accepted,n
weibull_min,"(2.388489164647572, 0.05428618934161637, 1.1583483906490257)",0.0843999312594399,0.7800046761071397,4.578947368421053,0.5988321408404342,-35.378684142627215,76.75736828525443,True,57
gamma,"(23.926322853350598, -1.184152563611665, 0.09467174559039285)",0.09342006929246394,0.6675713593539817,5.280701754385966,0.5083475209934114,-36.19559357154999,78.39118714309998,True,57
lognorm,"(0.11627675183917076, -2.8766772031828323, 3.9310494842895527)",0.09587886115134381,0.6361572778566835,4.92982456140351,0.5528447205750644,-36.25558131815396,78.51116263630792,True,57
norm,"(1.0809941520467836, 0.46004532572365886)",0.10159112935860443,0.5638816418555863,5.280701754385966,0.6257496762572272,-36.62297156290208,77.24594312580416,True,57
triang,"(0.4069045926075716, 0.037040562839964264, 2.3255898586178736)",0.10590454150940853,0.5109831668103191,11.245614035087717,0.0810756499941002,-36.15862474826904,78.31724949653808,True,57
expon,"(0.23333333333333334, 0.8476608187134502)",0.21123913841906405,0.010382657996727773,30.54385964912281,7.544522562915628e-05,-47.57934203530527,99.15868407061053,False,57
